timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1511043585954,2,JDBC Request Select Value in CSV,200,OK,Grupa wątków 1-1,text,true, 1 ,212,0,1,1,1,0,0
